Title,Company,Location,Salary,min_salary,max_salary,avg_salary,salary_range,job_category,seniority,salary_range_pct
SKAITMENINĖS SAUGOS EKSPERTĖ (-AS) (ATSINAUJINANTI ENERGETIKA),SKAITMENINĖS SAUGOS EKSPERTĖ (-AS) (ATSINAUJINANTI ENERGETIKA),Vilnius,€ 4403 – 6604,4403.0,6604.0,5503.5,2201.0,Security,Not Specified,49.98864410629116
DI inžinierius (-ė) – prisijunk prie mūsų komandos ir kurk inovacijas!,DI inžinierius (-ė) – prisijunk prie mūsų komandos ir kurk inovacijas!,Vilnius,€ 4000 – 5500,4000.0,5500.0,4750.0,1500.0,Other,Not Specified,37.5
AI Engineer,AI Engineer,Vilnius,€ 2560 – 3840,2560.0,3840.0,3200.0,1280.0,Data Scientist,Not Specified,50.0
Senior Data Engineer – Data Platform Tribe,Senior Data Engineer – Data Platform Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Data Engineer,Senior,50.0
Vyresnysis projektų vadovas(-ė) verslo valdymo sistemų diegime,Vyresnysis projektų vadovas(-ė) verslo valdymo sistemų diegime,Vilnius / Remote,€ 3200 – 5500,3200.0,5500.0,4350.0,2300.0,Project Manager,Senior,71.875
"Java Developer in Account Channels | SEB, Vilnius","Java Developer in Account Channels | SEB, Vilnius",Vilnius,€ 2850 – 4250,2850.0,4250.0,3550.0,1400.0,Software Developer,Not Specified,49.122807017543856
Veiklos analitikas (-ė) (Gyventojų registras),Veiklos analitikas (-ė) (Gyventojų registras),Vilnius,€ 2175 – 3262,2175.0,3262.0,2718.5,1087.0,Data Analyst,Not Specified,49.97701149425287
Business Analyst,Business Analyst,Vilnius / Remote,€ 3306 – 3967,3306.0,3967.0,3636.5,661.0,Business Analyst,Not Specified,19.99395039322444
Head of Information Security for European Markets,Head of Information Security for European Markets,Vilnius,€ 7500 – 10000,7500.0,10000.0,8750.0,2500.0,Security,Senior,33.33333333333333
"Pozicijos pavadinimas, rodomas skelbimuose","Pozicijos pavadinimas, rodomas skelbimuose",Vilnius,€ 2500 – 4500,2500.0,4500.0,3500.0,2000.0,Other,Not Specified,80.0
Mid Quality Assurance Engineer,Mid Quality Assurance Engineer,Vilnius,€ 2630 – 3945,2630.0,3945.0,3287.5,1315.0,QA Engineer,Mid,50.0
Klinikinis modeliuotojas – veiklos procesų analitikas,Klinikinis modeliuotojas – veiklos procesų analitikas,Kaunas,€ 3300 – 4800,3300.0,4800.0,4050.0,1500.0,Data Analyst,Not Specified,45.45454545454545
Senior / Lead DevOps,Senior / Lead DevOps,Vilnius,€ 5000 – 7500,5000.0,7500.0,6250.0,2500.0,DevOps,Senior,50.0
Experienced Brand and Web Designer,Experienced Brand and Web Designer,Vilnius,€ 3000 – 5500,3000.0,5500.0,4250.0,2500.0,Other,Not Specified,83.33333333333334
Talent Acquisition (TA) Partner,Talent Acquisition (TA) Partner,Vilnius,€ 2500 – 3400,2500.0,3400.0,2950.0,900.0,Other,Not Specified,36.0
Experienced Talent Acquisition (TA) Partner,Experienced Talent Acquisition (TA) Partner,Vilnius,€ 3200 – 4100,3200.0,4100.0,3650.0,900.0,Other,Not Specified,28.125
Frontend Software Engineer,Frontend Software Engineer,Vilnius,€ 3000 – 7000,3000.0,7000.0,5000.0,4000.0,Software Developer,Not Specified,133.33333333333331
Senior Frontend Engineer - Functions & Members Area,Senior Frontend Engineer - Functions & Members Area,Vilnius,€ 4500 – 8000,4500.0,8000.0,6250.0,3500.0,Senior/Lead Position,Senior,77.77777777777779
Frontend Engineer - Vilnius CTO Team,Frontend Engineer - Vilnius CTO Team,Vilnius,€ 4000 – 8000,4000.0,8000.0,6000.0,4000.0,Other,Not Specified,100.0
Frontend Engineer - Rich Content,Frontend Engineer - Rich Content,Vilnius,€ 4500 – 7000,4500.0,7000.0,5750.0,2500.0,Other,Not Specified,55.55555555555556
Data Engineer for Impairment and Stress Test Analytics,Data Engineer for Impairment and Stress Test Analytics,Vilnius,€ 3440 – 5160,3440.0,5160.0,4300.0,1720.0,Data Engineer,Not Specified,50.0
Senior Service Owner,Senior Service Owner,Vilnius / Remote,€ 3500 – 4500,3500.0,4500.0,4000.0,1000.0,Senior/Lead Position,Senior,28.57142857142857
Software Engineer,Software Engineer,Vilnius,€ 2500 – 5000,2500.0,5000.0,3750.0,2500.0,Software Developer,Not Specified,100.0
Senior Platform Engineer (SAS Viya) in Shared Capabilities at Danica Pension,Senior Platform Engineer (SAS Viya) in Shared Capabilities at Danica Pension,Vilnius,€ 4160 – 6240,4160.0,6240.0,5200.0,2080.0,DevOps,Senior,50.0
"Tech Lead / Solution Architect in Mobile Team | SEB, Vilnius","Tech Lead / Solution Architect in Mobile Team | SEB, Vilnius",Vilnius,€ 4350 – 6550,4350.0,6550.0,5450.0,2200.0,Senior/Lead Position,Senior,50.57471264367817
"DevOps specialist seeking new digital challenges | SEB, Vilnius","DevOps specialist seeking new digital challenges | SEB, Vilnius",Vilnius,€ 2850 – 4250,2850.0,4250.0,3550.0,1400.0,DevOps,Not Specified,49.122807017543856
.NET Programuotojas (-a),.NET Programuotojas (-a),Alytus,€ 3300 – 3600,3300.0,3600.0,3450.0,300.0,Software Developer,Not Specified,9.090909090909092
IT projektų vadovas – veiklos procesų analitikas,IT projektų vadovas – veiklos procesų analitikas,Kaunas,€ 3500 – 5000,3500.0,5000.0,4250.0,1500.0,Data Analyst,Not Specified,42.857142857142854
Tinklo inžinierius (-ė),Tinklo inžinierius (-ė),Kaunas,€ 2600 – 2925,2600.0,2925.0,2762.5,325.0,Other,Not Specified,12.5
Backbase Java Developer,Backbase Java Developer,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Not Specified,50.0
AI Engineer,AI Engineer,Vilnius / Remote,€ 2400 – 4000,2400.0,4000.0,3200.0,1600.0,Data Scientist,Not Specified,66.66666666666666
Senior Technical Project Manager,Senior Technical Project Manager,Vilnius,€ 3600 – 4100,3600.0,4100.0,3850.0,500.0,Project Manager,Senior,13.88888888888889
IT PROJECT PORTFOLIO ANALYST (F/M/D),IT PROJECT PORTFOLIO ANALYST (F/M/D),Vilnius,€ 3757 – 5635,3757.0,5635.0,4696.0,1878.0,Other,Not Specified,49.986691509182855
SENIOR IT PROJECT MANAGER (F/M/D) (INFRASTRUCTURE),SENIOR IT PROJECT MANAGER (F/M/D) (INFRASTRUCTURE),Vilnius,€ 3757 – 5635,3757.0,5635.0,4696.0,1878.0,Project Manager,Senior,49.986691509182855
IT paslaugų produktų vadovė (-as),IT paslaugų produktų vadovė (-as),Vilnius,€ 3400 – 4000,3400.0,4000.0,3700.0,600.0,Other,Not Specified,17.647058823529413
Senior Data Engineer,Senior Data Engineer,Vilnius,€ 4000 – 5500,4000.0,5500.0,4750.0,1500.0,Data Engineer,Senior,37.5
IS specialistas (-ė),IS specialistas (-ė),Vilnius,€ 2900 – 3100,2900.0,3100.0,3000.0,200.0,Other,Not Specified,6.896551724137931
Duomenų analitikas (-ė),Duomenų analitikas (-ė),Vilnius / Remote,€ 2339 – 2928,2339.0,2928.0,2633.5,589.0,Data Analyst,Not Specified,25.181701581872595
STAŽUOTOJA (-AS) DUOMENŲ ANALITIKOS SKYRIUJE,STAŽUOTOJA (-AS) DUOMENŲ ANALITIKOS SKYRIUJE,Vilnius,€ 1076 – 1614,1076.0,1614.0,1345.0,538.0,Data Analyst,Junior,50.0
Kompiuterinių darbo vietų administratorius (-ė) Informacinių technologijų paslaugų centre,Kompiuterinių darbo vietų administratorius (-ė) Informacinių technologijų paslaugų centre,Vilnius / Remote,€ 1818 – 2340,1818.0,2340.0,2079.0,522.0,IT Support,Not Specified,28.71287128712871
Configuration Engineer (mid/senior),Configuration Engineer (mid/senior),Kaunas / Remote,€ 3800 – 5500,3800.0,5500.0,4650.0,1700.0,Senior/Lead Position,Senior,44.73684210526316
DevOps Engineer (mid/senior),DevOps Engineer (mid/senior),Vilnius / Remote,€ 3800 – 5700,3800.0,5700.0,4750.0,1900.0,DevOps,Senior,50.0
Data Engineer in Finance Tribe,Data Engineer in Finance Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Data Engineer,Not Specified,50.0
Data Solutions Architect,Data Solutions Architect,Vilnius,€ 5200 – 7800,5200.0,7800.0,6500.0,2600.0,Other,Not Specified,50.0
Senior/Principal C++/Qt Engineer,Senior/Principal C++/Qt Engineer,Kaunas / Remote,€ 4000 – 6800,4000.0,6800.0,5400.0,2800.0,Software Developer,Senior,70.0
Embedded Software Engineer - C/C++,Embedded Software Engineer - C/C++,Vilnius / Remote,€ 4000 – 6300,4000.0,6300.0,5150.0,2300.0,Software Developer,Not Specified,57.49999999999999
Mid/Senior C++/Qt Engineer,Mid/Senior C++/Qt Engineer,Kauno apskritis / Remote,€ 3500 – 6300,3500.0,6300.0,4900.0,2800.0,Software Developer,Senior,80.0
Junior .NET Software Engineer,Junior .NET Software Engineer,Vilnius,€ 2350 – 2750,2350.0,2750.0,2550.0,400.0,Software Developer,Junior,17.02127659574468
IT sistemų specialistas (-ė),IT sistemų specialistas (-ė),Vilnius,€ 2454 – 2806,2454.0,2806.0,2630.0,352.0,Other,Not Specified,14.343928280358597
"Programuotojas (-a) (0,5 etato) Vilniaus universiteto bibliotekoje","Programuotojas (-a) (0,5 etato) Vilniaus universiteto bibliotekoje",Vilnius,€ 1200 – 1350,1200.0,1350.0,1275.0,150.0,Software Developer,Not Specified,12.5
Programuotojas (-a) Skaitmeninės bibliotekos skyriuje,Programuotojas (-a) Skaitmeninės bibliotekos skyriuje,Vilnius,€ 2400 – 2700,2400.0,2700.0,2550.0,300.0,Software Developer,Not Specified,12.5
Data Engineer,Data Engineer,Vilnius,€ 3750 – 6250,3750.0,6250.0,5000.0,2500.0,Data Engineer,Not Specified,66.66666666666666
QA Engineer,QA Engineer,Vilnius / Remote,€ 2200 – 3700,2200.0,3700.0,2950.0,1500.0,QA Engineer,Not Specified,68.18181818181817
Experienced Full-stack Data Scientist for Behavioural Modelling Team,Experienced Full-stack Data Scientist for Behavioural Modelling Team,Vilnius,€ 4160 – 6240,4160.0,6240.0,5200.0,2080.0,Data Scientist,Not Specified,50.0
IT verslo analitikas (-ė),IT verslo analitikas (-ė),Vilnius,€ 2900 – 3700,2900.0,3700.0,3300.0,800.0,Data Analyst,Not Specified,27.586206896551722
IT PAGALBOS KONSULTANTAS (-Ė),IT PAGALBOS KONSULTANTAS (-Ė),Vilnius,€ 1200 – 1400,1200.0,1400.0,1300.0,200.0,IT Support,Not Specified,16.666666666666664
"IT Security Analyst (Vulnerability Management) | SEB, Vilnius","IT Security Analyst (Vulnerability Management) | SEB, Vilnius",Vilnius,€ 2850 – 4250,2850.0,4250.0,3550.0,1400.0,Security,Not Specified,49.122807017543856
"Information Security Manager (IAM) | SEB, Vilnius","Information Security Manager (IAM) | SEB, Vilnius",Vilnius,€ 4350 – 6550,4350.0,6550.0,5450.0,2200.0,Security,Not Specified,50.57471264367817
"Information Security Consultant | SEB, Vilnius","Information Security Consultant | SEB, Vilnius",Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Security,Not Specified,49.31506849315068
ServiceNow Application Developer,ServiceNow Application Developer,Vilnius,€ 3300 – 4500,3300.0,4500.0,3900.0,1200.0,Software Developer,Not Specified,36.36363636363637
Jaunesnysis (-ioji) analitikas (-ė) Regionų kreditavimo skyriuje,Jaunesnysis (-ioji) analitikas (-ė) Regionų kreditavimo skyriuje,Vilnius / Remote,€ 1670 – 2500,1670.0,2500.0,2085.0,830.0,Data Analyst,Not Specified,49.700598802395206
Data Scientist,Data Scientist,Vilnius / Remote,€ 3500 – 4500,3500.0,4500.0,4000.0,1000.0,Data Scientist,Not Specified,28.57142857142857
System (Azure) Administrator,System (Azure) Administrator,Kaunas,€ 4132.24 – 4462.8,4132.24,4462.8,4297.52,330.5600000000004,IT Support,Not Specified,7.999535360966458
Back-End Software developer (Java),Back-End Software developer (Java),Kaunas,€ 4600 – 5500,4600.0,5500.0,5050.0,900.0,Software Developer,Not Specified,19.565217391304348
DevOps Engineer,DevOps Engineer,Kaunas,€ 4600 – 5500,4600.0,5500.0,5050.0,900.0,DevOps,Not Specified,19.565217391304348
Product Owner,Product Owner,Kaunas,€ 3500 – 5000,3500.0,5000.0,4250.0,1500.0,Product Owner,Not Specified,42.857142857142854
Mid Level C++ Software Engineer,Mid Level C++ Software Engineer,Vilnius,€ 3800 – 5000,3800.0,5000.0,4400.0,1200.0,Software Developer,Mid,31.57894736842105
FP&A Business Partner,FP&A Business Partner,Vilnius,€ 3300 – 4500,3300.0,4500.0,3900.0,1200.0,Other,Not Specified,36.36363636363637
Senior Software Engineer (Front-end) in AML Review Tribe,Senior Software Engineer (Front-end) in AML Review Tribe,Vilnius,€ 4320 – 6480,4320.0,6480.0,5400.0,2160.0,Software Developer,Senior,50.0
Software Engineer (Cloud Specialist) in AML Review Tribe,Software Engineer (Cloud Specialist) in AML Review Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
"Automation test analyst in Trade Finance | SEB, Vilnius","Automation test analyst in Trade Finance | SEB, Vilnius",Vilnius,€ 2850 – 4250,2850.0,4250.0,3550.0,1400.0,QA Engineer,Not Specified,49.122807017543856
IT PROJECT MANAGER – INFRASTRUCTURE TRANSFORMATION PROJECTS,IT PROJECT MANAGER – INFRASTRUCTURE TRANSFORMATION PROJECTS,Vilnius / Remote,€ 3900 – 5400,3900.0,5400.0,4650.0,1500.0,Project Manager,Not Specified,38.46153846153847
PHP programuotojas (-a),PHP programuotojas (-a),Vilnius,€ 2000 – 2800,2000.0,2800.0,2400.0,800.0,Software Developer,Not Specified,40.0
OPERATIONAL TECHNOLOGY SYSTEM ADMINISTRATOR (OTSA) (F/M/D) | IGNITIS RENEWABLES,OPERATIONAL TECHNOLOGY SYSTEM ADMINISTRATOR (OTSA) (F/M/D) | IGNITIS RENEWABLES,Vilnius,€ 2401 – 3602,2401.0,3602.0,3001.5,1201.0,IT Support,Not Specified,50.020824656393174
Darbo užmokesčio sistemų diegimo projektų konsultantas (-ė),Darbo užmokesčio sistemų diegimo projektų konsultantas (-ė),Vilnius / Remote,€ 2300 – 3400,2300.0,3400.0,2850.0,1100.0,Other,Not Specified,47.82608695652174
Junior Digital Marketing Manager,Junior Digital Marketing Manager,Vilnius / Remote,€ 1800 – 2300,1800.0,2300.0,2050.0,500.0,Other,Junior,27.77777777777778
Intermediate Digital Marketing Manager,Intermediate Digital Marketing Manager,Vilnius / Remote,€ 2400 – 3000,2400.0,3000.0,2700.0,600.0,Other,Mid,25.0
.NET Backend Developer in Everyday Banking Domain,.NET Backend Developer in Everyday Banking Domain,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
Buhalterinės apskaitos modulio IT produkto vadovas (-ė),Buhalterinės apskaitos modulio IT produkto vadovas (-ė),Vilnius / Remote,€ 3000 – 4000,3000.0,4000.0,3500.0,1000.0,Product Owner,Not Specified,33.33333333333333
MS Dynamics 365 Business Central jaunesnysis programuotojas (-a),MS Dynamics 365 Business Central jaunesnysis programuotojas (-a),Vilnius / Remote,€ 1600 – 2500,1600.0,2500.0,2050.0,900.0,Software Developer,Not Specified,56.25
Senior Data Analyst,Senior Data Analyst,Vilnius,€ 4000 – 5200,4000.0,5200.0,4600.0,1200.0,Data Analyst,Senior,30.0
"Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Vilnius","Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Vilnius",Vilnius,€ 2850 – 5450,2850.0,5450.0,4150.0,2600.0,DevOps,Senior,91.22807017543859
"Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Kaunas","Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Kaunas",Kaunas,€ 2850 – 5450,2850.0,5450.0,4150.0,2600.0,DevOps,Senior,91.22807017543859
Junior Data Analyst,Junior Data Analyst,Vilnius,€ 2000 – 2500,2000.0,2500.0,2250.0,500.0,Data Analyst,Junior,25.0
Embedded Developer,Embedded Developer,Vilnius,€ 4000 – 6000,4000.0,6000.0,5000.0,2000.0,Software Developer,Not Specified,50.0
.NET Software Engineer in Customer Communication and Channels,.NET Software Engineer in Customer Communication and Channels,Vilnius,€ 3480 – 5220,3480.0,5220.0,4350.0,1740.0,Software Developer,Not Specified,50.0
CISO,CISO,Vilnius / Remote,€ 5300 – 7800,5300.0,7800.0,6550.0,2500.0,Security,Not Specified,47.16981132075472
Administratorius (-ė),Administratorius (-ė),Kaunas,€ 6 – 8/h,960.0,1280.0,1120.0,2.0,IT Support,Not Specified,0.20833333333333334
IT inžinierius (-ė) MS Windows infrastruktūros valdymui ir administravimui,IT inžinierius (-ė) MS Windows infrastruktūros valdymui ir administravimui,Vilnius,€ 3300 – 3500,3300.0,3500.0,3400.0,200.0,Other,Not Specified,6.0606060606060606
IT tinklų administratorius (-ė),IT tinklų administratorius (-ė),Vilnius / Remote,€ 3500 – 4100,3500.0,4100.0,3800.0,600.0,IT Support,Not Specified,17.142857142857142
Senior Capacity Building Expert,Senior Capacity Building Expert,Vilnius / Remote,€ 4500 – 5500,4500.0,5500.0,5000.0,1000.0,Senior/Lead Position,Senior,22.22222222222222
Technical Support Specialist (French),Technical Support Specialist (French),Vilnius / Remote,€ 2200 – 2700,2200.0,2700.0,2450.0,500.0,IT Support,Not Specified,22.727272727272727
IT sistemų analitikas (-ė),IT sistemų analitikas (-ė),Vilnius,€ 1800 – 3300,1800.0,3300.0,2550.0,1500.0,Data Analyst,Not Specified,83.33333333333334
Data Quality Engineer,Data Quality Engineer,Vilnius,€ 2000 – 3333,2000.0,3333.0,2666.5,1333.0,QA Engineer,Not Specified,66.64999999999999
Senior Java Developer for Credit Journey Tribe,Senior Java Developer for Credit Journey Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
Senior .NET Engineer in Financial Crime Lifecycle Management Tribe,Senior .NET Engineer in Financial Crime Lifecycle Management Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
"Java/ Angular Software Developer at Financing & Loans Tribe | SEB, Vilnius","Java/ Angular Software Developer at Financing & Loans Tribe | SEB, Vilnius",Vilnius,€ 2850 – 5450,2850.0,5450.0,4150.0,2600.0,Software Developer,Not Specified,91.22807017543859
Produktų vadovas (-ė),Produktų vadovas (-ė),Vilnius / Remote,€ 2800 – 3400,2800.0,3400.0,3100.0,600.0,Other,Not Specified,21.428571428571427
Senior Systems Engineer - Virtualization,Senior Systems Engineer - Virtualization,Vilnius,€ 4200 – 6700,4200.0,6700.0,5450.0,2500.0,Senior/Lead Position,Senior,59.523809523809526
Senior Systems Engineer - Linux,Senior Systems Engineer - Linux,Vilnius,€ 4200 – 6700,4200.0,6700.0,5450.0,2500.0,Senior/Lead Position,Senior,59.523809523809526
Software QA Engineer (manual),Software QA Engineer (manual),Vilnius,€ 2500 – 3000,2500.0,3000.0,2750.0,500.0,QA Engineer,Not Specified,20.0
"Programinės įrangos inžinierius (-ė) .NET, C#","Programinės įrangos inžinierius (-ė) .NET, C#",Vilnius,€ 3000 – 3600,3000.0,3600.0,3300.0,600.0,Software Developer,Not Specified,20.0
AML specialist,AML specialist,Vilnius / Remote,€ 1900 – 2500,1900.0,2500.0,2200.0,600.0,Other,Not Specified,31.57894736842105
Senior Data Analyst,Senior Data Analyst,Vilnius,€ 2900 – 3500,2900.0,3500.0,3200.0,600.0,Data Analyst,Senior,20.689655172413794
Data Analyst,Data Analyst,Vilnius,€ 2300 – 2800,2300.0,2800.0,2550.0,500.0,Data Analyst,Not Specified,21.73913043478261
"Senior Dynamics 365 and Power Platform Solution Developer | SEB, Vilnius","Senior Dynamics 365 and Power Platform Solution Developer | SEB, Vilnius",Vilnius,€ 4350 – 6300,4350.0,6300.0,5325.0,1950.0,Software Developer,Senior,44.827586206896555
IT Security Analyst | SEB Vilnius,IT Security Analyst | SEB Vilnius,Vilnius,€ 3000 – 4500,3000.0,4500.0,3750.0,1500.0,Security,Not Specified,50.0
IT Business Analyst,IT Business Analyst,Vilnius / Remote,€ 2500 – 3500,2500.0,3500.0,3000.0,1000.0,Business Analyst,Not Specified,40.0
Senior/Lead Machine Learning Engineer,Senior/Lead Machine Learning Engineer,Vilnius,€ 6000 – 7500,6000.0,7500.0,6750.0,1500.0,Data Scientist,Senior,25.0
Web designer (Figma),Web designer (Figma),Vilnius,€ 5 – 8.8/h,800.0,1408.0,1104.0,3.8000000000000007,Other,Not Specified,0.4750000000000001
"Front-end developer (React, Vue)","Front-end developer (React, Vue)",Vilnius,€ 5 – 8.8/h,800.0,1408.0,1104.0,3.8000000000000007,Software Developer,Not Specified,0.4750000000000001
.NET Developer for Idella team,.NET Developer for Idella team,Vilnius / Remote,€ 2800 – 4600,2800.0,4600.0,3700.0,1800.0,Software Developer,Not Specified,64.28571428571429
IT projektų vadovė (-as) - Informacinių technologijų ir telekomunikacijų centras,IT projektų vadovė (-as) - Informacinių technologijų ir telekomunikacijų centras,Vilnius,€ 4000 – 5000,4000.0,5000.0,4500.0,1000.0,Project Manager,Not Specified,25.0
Projektų vadovas(-ė) verslo valdymo sistemų diegime,Projektų vadovas(-ė) verslo valdymo sistemų diegime,Vilnius / Remote,€ 2600 – 4000,2600.0,4000.0,3300.0,1400.0,Project Manager,Not Specified,53.84615384615385
IT system architect (Java),IT system architect (Java),Vilnius,€ 5000 – 5700,5000.0,5700.0,5350.0,700.0,Software Developer,Not Specified,14.000000000000002
Senior Java developer,Senior Java developer,Vilnius,€ 3800 – 5200,3800.0,5200.0,4500.0,1400.0,Software Developer,Senior,36.84210526315789
IOS Developer,IOS Developer,Vilnius,€ 8.5 – 14/h,1360.0,2240.0,1800.0,5.5,Software Developer,Not Specified,0.4044117647058824
Senior backend Oracle PL/SQL developer,Senior backend Oracle PL/SQL developer,Vilnius,€ 3800 – 5200,3800.0,5200.0,4500.0,1400.0,Software Developer,Senior,36.84210526315789
IT system architect (Oracle),IT system architect (Oracle),Vilnius,€ 5000 – 5700,5000.0,5700.0,5350.0,700.0,Other,Not Specified,14.000000000000002
KOMPIUTERIZUOTŲ DARBO VIETŲ PRIEŽIŪROS INŽINIERĖ (-IUS),KOMPIUTERIZUOTŲ DARBO VIETŲ PRIEŽIŪROS INŽINIERĖ (-IUS),Vilnius,€ 1755 – 2632,1755.0,2632.0,2193.5,877.0,Other,Not Specified,49.97150997150997
.NET Software Engineer in Customer Engagement Individuals,.NET Software Engineer in Customer Engagement Individuals,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
Chapter Lead for Business and Functional Specialist (Business Analyst),Chapter Lead for Business and Functional Specialist (Business Analyst),Vilnius,€ 3920 – 5880,3920.0,5880.0,4900.0,1960.0,Business Analyst,Senior,50.0
"SAS Developer | SEB, Vilnius","SAS Developer | SEB, Vilnius",Vilnius,€ 2850 – 4250,2850.0,4250.0,3550.0,1400.0,Software Developer,Not Specified,49.122807017543856
Data Engineer in Data Quality Team,Data Engineer in Data Quality Team,Vilnius,€ 3440 – 5160,3440.0,5160.0,4300.0,1720.0,Data Engineer,Not Specified,50.0
Data Engineer in Finance Tribe,Data Engineer in Finance Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Data Engineer,Not Specified,50.0
Senior Data Engineer in Finance Tribe,Senior Data Engineer in Finance Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Data Engineer,Senior,50.0
Java Developer for Welcoming and Orchestration Tribe,Java Developer for Welcoming and Orchestration Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Software Developer,Not Specified,50.0
Senior Java Developer in Payment Execution Team,Senior Java Developer in Payment Execution Team,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
Chief .NET Software Engineer in Everyday Banking Individuals Tribe,Chief .NET Software Engineer in Everyday Banking Individuals Tribe,Vilnius,€ 5440 – 8160,5440.0,8160.0,6800.0,2720.0,Software Developer,Senior,50.0
POWER PLATFORM DEVELOPER (F/M/D),POWER PLATFORM DEVELOPER (F/M/D),Vilnius,€ 3121 – 4683,3121.0,4683.0,3902.0,1562.0,Software Developer,Not Specified,50.04806151874399
SENIOR POWER PLATFORM DEVELOPER (F/M/D),SENIOR POWER PLATFORM DEVELOPER (F/M/D),Vilnius,€ 3466 – 5199,3466.0,5199.0,4332.5,1733.0,Software Developer,Senior,50.0
Business Analyst,Business Analyst,Vilnius / Remote,€ 3300 – 3650,3300.0,3650.0,3475.0,350.0,Business Analyst,Not Specified,10.606060606060606
Mainframe Engineer in Finance Tribe,Mainframe Engineer in Finance Tribe,Vilnius,€ 3520 – 5280,3520.0,5280.0,4400.0,1760.0,Other,Not Specified,50.0
"Full Stack Developer in Credit & Capital tribe | SEB, Vilnius","Full Stack Developer in Credit & Capital tribe | SEB, Vilnius",Vilnius,€ 3650 – 5450,3650.0,5450.0,4550.0,1800.0,Software Developer,Not Specified,49.31506849315068
Senior Software Engineer (Mainframe) in Credit Journey Tribe,Senior Software Engineer (Mainframe) in Credit Journey Tribe,Vilnius,€ 4640 – 6960,4640.0,6960.0,5800.0,2320.0,Software Developer,Senior,50.0
DevOps Engineer for Journey Automation Team,DevOps Engineer for Journey Automation Team,Vilnius,€ 4640 – 6960,4640.0,6960.0,5800.0,2320.0,DevOps,Not Specified,50.0
DATA HUB IT TESTUOTOJA (-AS) / QA TESTER,DATA HUB IT TESTUOTOJA (-AS) / QA TESTER,Vilnius,€ 2240 – 3361,2240.0,3361.0,2800.5,1121.0,Data Engineer,Not Specified,50.04464285714286
Senior SAS Platform Engineer,Senior SAS Platform Engineer,Vilnius,€ 4160 – 6240,4160.0,6240.0,5200.0,2080.0,DevOps,Senior,50.0
Senior .NET Software Engineer in Housing Journeys Tribe,Senior .NET Software Engineer in Housing Journeys Tribe,Vilnius,€ 4560 – 6840,4560.0,6840.0,5700.0,2280.0,Software Developer,Senior,50.0
IT LICENSE ADMINISTRATOR (F/M/D),IT LICENSE ADMINISTRATOR (F/M/D),Vilnius,€ 2379 – 3568,2379.0,3568.0,2973.5,1189.0,IT Support,Not Specified,49.97898276586801
"Senior Business Analyst, Digital Signing solutions (Maternity Cover)","Senior Business Analyst, Digital Signing solutions (Maternity Cover)",Vilnius,€ 3600 – 5400,3600.0,5400.0,4500.0,1800.0,Business Analyst,Senior,50.0
Chapter lead in Credit Journey Tribe,Chapter lead in Credit Journey Tribe,Vilnius,€ 5200 – 7800,5200.0,7800.0,6500.0,2600.0,Senior/Lead Position,Senior,50.0
Senior Business Analyst in End User Services – GenAI services,Senior Business Analyst in End User Services – GenAI services,Vilnius,€ 3600 – 5400,3600.0,5400.0,4500.0,1800.0,Business Analyst,Senior,50.0
DATA ENGINEER (F/M/D),DATA ENGINEER (F/M/D),Vilnius,€ 3121 – 4683,3121.0,4683.0,3902.0,1562.0,Data Engineer,Not Specified,50.04806151874399
Java Chapter Lead in Credit Journey Tribe,Java Chapter Lead in Credit Journey Tribe,Vilnius,€ 5200 – 7800,5200.0,7800.0,6500.0,2600.0,Software Developer,Senior,50.0
Full - Stack Developer,Full - Stack Developer,Vilnius / Remote,€ 3400 – 4000,3400.0,4000.0,3700.0,600.0,Software Developer,Not Specified,17.647058823529413
DATA ENGINEER (F/M/D),DATA ENGINEER (F/M/D),Vilnius,€ 3121 – 4683,3121.0,4683.0,3902.0,1562.0,Data Engineer,Not Specified,50.04806151874399
