Title;Company;Location;Salary
SKAITMENINĖS SAUGOS EKSPERTĖ (-AS) (ATSINAUJINANTI ENERGETIKA);Ignitis Group;Vilnius;€ 4403 – 6604
Senior Data Engineer – Data Platform Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
Java Developer in Account Channels | SEB, Vilnius;SEB;Vilnius;€ 2850 – 4250
Senior Platform Engineer at Danica IT;Danske Bank Lithuania;Vilnius;€ 4640 – 6960
IT PROJECT PORTFOLIO ANALYST (F/M/D);Ignitis Group;Vilnius;€ 3757 – 5635
SENIOR IT PROJECT MANAGER (F/M/D) (INFRASTRUCTURE);Ignitis Group;Vilnius;€ 3757 – 5635
Experienced Full-stack Data Scientist for Behavioural Modelling Team;Danske Bank Lithuania;Vilnius;€ 4160 – 6240
Senior Software Engineer (Front-end) in AML Review Tribe;Danske Bank Lithuania;Vilnius;€ 4320 – 6480
OPERATIONAL TECHNOLOGY SYSTEM ADMINISTRATOR (OTSA) (F/M/D) | IGNITIS RENEWABLES;Ignitis Group;Vilnius;€ 2401 – 3602
Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450
Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Kaunas;SEB;Kaunas;€ 2850 – 5450
.NET Software Engineer in Customer Communication and Channels;Danske Bank Lithuania;Vilnius;€ 3480 – 5220
Senior Java Developer for Credit Journey Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
Senior .NET Engineer in Financial Crime Lifecycle Management Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
Senior Dynamics 365 and Power Platform Solution Developer | SEB, Vilnius;SEB;Vilnius;€ 4350 – 6300
KOMPIUTERIZUOTŲ DARBO VIETŲ PRIEŽIŪROS INŽINIERĖ (-IUS);Ignitis Group;Vilnius;€ 1755 – 2632
.NET Software Engineer in Customer Engagement Individuals;Danske Bank Lithuania;Vilnius;€ 3520 – 5280
Data Engineer in Finance Tribe;Danske Bank Lithuania;Vilnius;€ 3520 – 5280
Java Developer for Welcoming and Orchestration Tribe;Danske Bank Lithuania;Vilnius;€ 3520 – 5280
Senior Java Developer in Payment Execution Team;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
Junior Data Engineer in Finance Tribe;Danske Bank Lithuania;Vilnius;€ 2720 – 4080
Business System Support Analyst (+Danish language bonus allowance);Danske Bank Lithuania;Vilnius;€ 1480 – 2220
POWER PLATFORM DEVELOPER (F/M/D);Ignitis Group;Vilnius;€ 3121 – 4683
Full Stack Developer in Credit & Capital tribe | SEB, Vilnius;SEB;Vilnius;€ 3650 – 5450
Senior Software Engineer (Mainframe) in Credit Journey Tribe;Danske Bank Lithuania;Vilnius;€ 4640 – 6960
Senior SAS Platform Engineer;Danske Bank Lithuania;Vilnius;€ 4160 – 6240
IT LICENSE ADMINISTRATOR (F/M/D);Ignitis Group;Vilnius;€ 2379 – 3568
Senior Business Analyst in End User Services – GenAI services;Danske Bank Lithuania;Vilnius;€ 3600 – 5400
DATA ENGINEER (F/M/D);Ignitis Group;Vilnius;€ 3121 – 4683
DATA ENGINEER (F/M/D);Ignitis Group;Vilnius;€ 3121 – 4683
IT Software Architect;Danske Bank Lithuania;Vilnius;€ 5040 – 7560
Senior Java Engineer for Market Data Squad;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
IT Network Engineer;Avia Solutions Group;Vilnius / Remote;€ 3636 – 4462
Senior Cloud Data Engineer in HR IT, Corporate Functions | SEB, Vilnius;SEB;Vilnius;€ 3650 – 5450
Lead Tableau and Alteryx Platform Engineer;Danske Bank Lithuania;Vilnius;€ 4160 – 6240
.NET Full-Stack Developer in Leasing team | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450
DUOMENŲ VALDYSENOS (DATA GOVERNANCE) KOORDINATORĖ (-IUS);Ignitis Group;Vilnius;€ 3267 – 4900
Data Engineer to Savings Offering | SEB, Vilnius;SEB;Vilnius;€ 3650 – 5450
Google Cloud Platform Engineer | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450
Google Cloud Platform Engineer | SEB, Kaunas;SEB;Kaunas;€ 2850 – 5450
Data Scientist;Avion Express;Vilnius / Remote;€ 4000 – 6612
HEAD OF INTEGRATIONS (F/M/D);Ignitis Group;Vilnius;€ 4247 – 6370
Senior .NET developer | SEB, Vilnius;SEB;Vilnius;€ 3650 – 5450
DevOps Engineer for Log Infrastructure | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450
Chief .NET Engineer in Cards Domain;Danske Bank Lithuania;Vilnius;€ 5440 – 8160
Senior .NET Engineer in Cards Domain;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
Senior Software Engineer (.NET) in AML Review Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
Java Engineering Lead to establish a new squad in Digital Core Tribe;Danske Bank Lithuania;Vilnius;€ 5520 – 8280
Senior Java Developer for Welcoming and Orchestration Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
Experienced IT Software Engineer (.NET) in Transactional Data Squad;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
Mid/Senior Java Developer | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450
Mid/Senior Java Developer | SEB, Kaunas;SEB;Kaunas;€ 2850 – 5450
Senior .Net Software Engineer for Risk and Compliance Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840
JUNIOR ORACLE DEVELOPER (F/M/D);Ignitis Group;Vilnius;€ 2532 – 3800
IT Solution Architect for People Tribe;Danske Bank Lithuania;Vilnius;€ 5040 – 7560
Chief Data Architect in Financial Crime Lifecycle Management;Danske Bank Lithuania;Vilnius;€ 6640 – 9960
IT INFRASTRUCTURE ADMINISTRATOR (F/M/D);Ignitis Group;Vilnius;€ 2379 – 3568
Application Support specialist for Data Quality | SEB, Vilnius;SEB;Vilnius;€ 2850 – 4250
Java Developer for Event Driven Integration Team | SEB,Vilnius;SEB;Vilnius;€ 3650 – 5450
Senior DevOps Engineer;Alliance for Recruitment;Vilnius;€ 5730 – 7050
IT Solution Owner (Forestry Systems) – Ingka Investments;WorkingDay Latvia SIA;Kaunas / Remote;€ 4700 – 6700
Junior Website Content Coordinator (UX/UI);Alliance for Recruitment;Vilnius;€ 1500 – 2000
Java Software Engineer;Alliance for Recruitment;Lithuania;€ 4010 – 7515
AI Developer (Remote-Friendly);Alliance for Recruitment;Vilnius;€ 3000 – 5000
System Engineer Storage;Alliance for Recruitment;Kaunas;€ 3000 – 5000
Sistemų analitikas (-ė) GovTech projektams;Alliance for Recruitment;Vilnius;€ 2806 – 3306
Security Engineer (SOC Analyst);Alliance for Recruitment;Kaunas;€ 2455 – 3504
Sistemų administratorius (-ė);Alliance for Recruitment;Vilnius;€ 3000 – 4500
DevOps Engineer;Alliance for Recruitment;Kaunas;€ 6699 – 6700
Principal Site Reliability Engineer;Alliance for Recruitment;Vilnius;€ 6000 – 7000
Java Back-end Developer;Alliance for Recruitment;Kaunas;€ 2803 – 5621
Power platform development lead;Alliance for Recruitment;Vilnius;€ 5500 – 6500
Java Solution Developer in Liquidity Risk Team;Alliance for Recruitment;Vilnius;€ 3650 – 5450
Įterptinių sistemų programuotojas (-a);Alliance for Recruitment;Vilnius;€ 3000 – 3700
SAP BI Data Engineer;Alliance for Recruitment;Vilnius;€ 3500 – 5000
Product Owner (KYC/AML);Alliance for Recruitment;Vilnius;€ 3500 – 6500
Learning and Development Partner;Alliance for Recruitment;Vilnius;€ 3300 – 4000
Full Stack Programuotojas;Alliance for Recruitment;Kaunas;€ 3000 – 4300
Full Stack Developer;UAB „Nordcode technology“;Vilnius;4100-5000
Sales Engineer/Manager;UAB „I-Photonics“;Vilnius;N/A
IT administratorius (-ė) (gamybinė įmonė);MB „Human Capital Center“;Kaunas;1300-1600
FULL STACK DEVELOPER;UAB Emplonet;Vilnius;4000-6000
IT IR KIBERNETINIO SAUGUMO KOORDINATORIUS (-Ė);UAB „People Link“;Kaunas;2500-3600
Product Owner;UAB „Bendras finansavimas“;Vilnius;3000-5000
Software Engineer (Frontend);UAB „Bendras finansavimas“;Vilnius;3000-5000
IT skyriaus vadovas (-ė);UAB koncernas „Achemos grupė“;Klaipėda;2300-2450
AI Engineer;IKI Lietuva, UAB;Vilnius;2560-4500
Senior Business Data Analyst (Temporary Contract);Telia;Vilnius;3900-5000
Projektų vadovas, diegėjas ar asistentas norintis pradėti karjerą šioje srityje;UAB „Optimalūs projektai“;Kaunas;From 1500
IT Infrastructure Automation & Monitoring Engineer, Spaudos g. 6-1, Vilnius;UAB „RIMI LIETUVA“;Vilnius;2700-4000
PHP developer;UAB „OLYMPIC CASINO GROUP BALTIJA“;Vilnius;2000-4300
GAMYBOS PROCESŲ IT INŽINIERIUS (-Ė);UAB „Dovaina“;Kaunas;1600-2000
Lead Data Analyst - Internal Audit;„Cencora“;Vilnius;4511-6444
Regional Change Manager;„Cencora“;Vilnius;3031-4330
Software engineer (.Net) / Programuotojas-inžinierius (.Net);UAB „Light Conversion“;Vilnius;3500-6500
IT Administrator/Key User;UADBB „GrECo Sagauta“;Vilnius;From 2500
Junior Java Developer in Customer Lifecycle Managment team | SEB, Vilnius;SEB;Vilnius;2300-3500
IT engineer;Company name is hidden;Vilnius;N/A
AI Automation Engineer;UAB „Medical Score“;Vilnius;3500-6000
Embedded Software Developer;UAB „Light Conversion“;Vilnius;3000-5600
Client Support Specialist (Technical);Shift4 Payments Lithuania UAB;Vilnius;From 1575
IT inžinierius (-ė);UAB „PKC Group Lithuania“;Klaipėda;1900-2000
IT inžinierius (-ė);UAB „PKC Group Lithuania“;Panevėžys;1900-2000
Cyber Security manager (Group level);RETAL GROUP;Vilnius;4500-4900
Business development manager;UAB „Baltic Ground Services“;Vilnius;From 3500
Embedded Linux programuotojas (-a);UAB „8Devices“;Vilnius;2500-5000
Business Analyst;UAB „FL Technics“;Vilnius;3300-3650
C# programuotojas (-a);UAB „Terra IT“;Kaunas;1100-4000
Senior App Developer;UAB „Platforma LT“;Vilnius;5000-6000
CityBee .NET Back-End Developer Mid- Senior (Vilnius or Kaunas);Modus Group;Vilnius;From 4100
Full-stack web developer;UAB „Objectis“;Vilnius;3500-5000
Microsoft Dynamics 365 Business Central PROGRAMUOTOJO (-OS) PRAKTIKA (su galimybe įsidarbinti);OIXIO, UAB;Kaunas;N/A
SKAITMENINĖS SAUGOS EKSPERTĖ (-AS) (ATSINAUJINANTI ENERGETIKA);Ignitis grupė;Vilnius;4403-6604
Duomenų analitiko (-ės) praktika;UAB „DPD Lietuva“;Vilnius;N/A
HR|Payroll sprendimų diegėjas (-as) - konsultantas (-ė);OIXIO, UAB;Vilnius;3000-3700
Junior - Mid PHP Full-stack programuotojas;UAB „ThinkBig LT“;Kaunas;2000-3000
Mid./ Senior .NET PROGRAMUOTOJAS (-A);UAB „SCM Software“;Vilnius;Up to 3800
Product Specialist;UAB „DPD Lietuva“;Vilnius;2900-3300
Trade & Shopper Marketing Manager;UAB „Indigroup“;Vilnius;5700-7500
Senior Golang Engineer;UAB „Decentralized“;Vilnius;5000-10000
IT inžinierius;UAB „GoIT“;Vilnius;From 1400
Process Engineer Intern;UAB „Continental Automotive Lithuania“;Kaunas;From 1074
IT system analyst (DWH);UAB „OLYMPIC CASINO GROUP BALTIJA“;Vilnius;4000-4699
Tinklų ir informacinių sistemų auditorius (-ė);Nacionalinis kibernetinio saugumo centras prie KAM;Vilnius;3000-4100
Gaming Technical Assistant (Help Desk);UAB „Nordcurrent Group“;Vilnius;1360-2125
Technical Consultant (construction, roofing business);Confident;Kaunas;3100
IT Infrastructure Manager;UAB Walletto;Vilnius;From 5000
IS SPECIALISTAS (-Ė);UAB Emplonet;Vilnius;2900-3100
MID LEVEL C++ SOFTWARE ENGINEER;UAB Emplonet;Vilnius;3800-5000
SYSTEM (AZURE) ADMINISTRATOR;UAB Emplonet;Kaunas;2500-2700
VYR. IS ADMINISTRATORIUS (-Ė);UAB Emplonet;Vilnius;3300-4500
PRODUKTO VADOVAS (-Ė);UAB Emplonet;Vilnius;3800-4000
MID MOBILE NETWORK SOFTWARE ENGINEER • NETWORKING SOLUTIONS;„Teltonikos“ įmonių grupė;Kaunas;3467-5200
Programinės įrangos inžinierius (-ė) (.NET ir C#);UAB „Viltechmeda“;Vilnius;3000-3900
Administratorius (-ė), Vadovo asistentas (-ė) augančioje IT įmonėje.;UAB „Optimalūs projektai“;Kaunas;From 1500
IT LICENSE ADMINISTRATOR (F/M/D);Ignitis grupė;Vilnius;2379-3568
Change and Training Manager;UAB „People Link“;Kaunas;4000-5000
PROGRAMUOTOJAS (-Ė) | PHP, JAVA, JavaScript;UAB „Optimalūs projektai“;Kaunas;From 1700
Big Data Engineer;UAB „Bitė Lietuva“;Vilnius;N/A
Lead Software Engineer (PHP);UAB „NFQ Technologies“;Vilnius;4500-7500
Pardavimų palaikymo skyriaus asistentas (-ė) Kaune;AB „LIETUVOS DRAUDIMAS“;Kaunas;934
C# .NET programuotoja (-s);UAB „Midpoint systems“;Vilnius;From 3300
POWER PLATFORM DEVELOPER (F/M/D);Ignitis grupė;Vilnius;3121-4683
IT konsultantė (-as);UAB „SmartOn Systems“;Vilnius;1000-1500
Paid Internship in Aircraft Engineering (CAMO);UAB „Airhub Aviation“;Vilnius;From 1038
UAV autonominių sistemų programuotojas;Mitaro, UAB;Kaunas;From 2000
UAV programuotojas;Mitaro, UAB;Kaunas;From 2000
Senior Systems Analyst, Oracle Fusion;UAB „STRATEGIC STAFFING SOLUTIONS INTERNATIONAL“;Vilnius;3000-5000
Cyber Security Engineer;Paysera;Work from home;2500-3700
FULL-STACK PROGRAMUOTOJAS (-A);Talent Lab;Vilnius;2500-3500
DUOMENŲ ANALITINIŲ PRODUKTŲ GRUPĖS VADOVAS (-Ė);Registrų Centras, VĮ;Vilnius;3161-4741
IT ADMINISTRATORIUS/-Ė_KĖDAINIUOSE_(J. Basanavičiaus g. 95);Vikonda grupė, UAB;Kėdainiai;2300-2680
IT ADMINISTRATORIUS (-Ė) KAUNE;Vikonda grupė, UAB;Kaunas;2300-2680
IT projektų vadovas (-ė);AB Vakarų laivų gamykla;Klaipėda;1800-2500
API Development Specialist;UAB „FESTO“;Kaunas;1600-2600
IT Project Manager;UAB „People Link“;Kaunas;4000-5000
CAD Documentation and Support Specialist;UAB „FESTO“;Kaunas;1600
Tech Programme: Junior Full-Stack Developer | SEB, Vilnius;SEB;Vilnius;2300
SISTEMŲ ADMINISTRATORIUS (-Ė) (KDV PRIEŽIŪRAI);Registrų Centras, VĮ;Vilnius;1789-2683
Senior Manager Wholesale Lithuania;UAB „Circle K Lietuva“;Vilnius;4200-5000
SENIOR BUSINESS SYSTEMS ANALYST SAP;UAB „Hollister Lietuva“;Kaunas;3500-5000
PHP Developer (Mid level);UAB „Kesko Senukai Digital“;Vilnius;3795-4200
Mid-Level PHP Developer;UAB „Kesko Senukai Digital“;Vilnius;3795-4500
Head of Loyalty;UAB „Kesko Senukai Digital“;Vilnius;3512-3723
Product Manager, Credit and Collections – Vilnius, Lithuania;Western Union Lithuania ~ European Regional Operations Center;Vilnius;4033-7725
Software Engineer;UAB „GetJet Airlines“;Vilnius;2500-5000
Full-stack programuotojas GovTech sprendimų kūrimui;UAB „Dizaino kryptis“;Vilnius;3000-4800
GovTech projektų vadovas (-ė);UAB „Dizaino kryptis“;Vilnius;2900-5700
GovTech sistemų analitikė (-as);UAB „Dizaino kryptis“;Vilnius;2700-3900
Informacinių sistemų valdymo koordinatorius (-ė);UAB „Erudito licėjus“;Vilnius;From 2700
ERP priežiūros specialistas (-ė);TMV Capital įmonių grupė;Kaunas;2000-2500
Mid - Senior PHP / Laravel programuotojas (-a);Kelių sistemos, UAB;Vilnius;2000-3500
SAP Development Trainee;EPAM sistemos, UAB;Vilnius;N/A
IS administratorius (-ė);ECOSERVICE grupė;Vilnius;From 2000
Kibernetinio saugumo patarėjas (-a);BĮ „Nacionalinis bendrųjų funkcijų centras“;Vilnius;2230-2900
MID/SENIOR WEB DEVELOPER (FULL STACK) • TELEMATICS;„Teltonikos“ įmonių grupė;Vilnius;3467-6067
JUNIOR MANUFACTURING TEST SOFTWARE ENGINEER • NETWORKING SOLUTIONS;„Teltonikos“ įmonių grupė;Kaunas;2080-3120
IT administratorius (-ė);ECOSERVICE grupė;Vilnius;1250-1500
Informacinių technologijų centro sistemų administratorius (-ė);Vytauto Didžiojo universitetas;Kaunas;1600-1800
ELEKTRONIKOS PROGRAMUOTOJAS (-A);UAB „Simna“;Vilnius;2500-5000
Business Analyst (SME) Compliance & AML;Paysera;Vilnius;3000-4000
.NET DEVELOPER;UAB Emplonet;Kaunas;4500-6000
Informacinių ir ryšių technologijų saugumo specialistas(-ė) (TEMPEST skyriuje);Nacionalinis kibernetinio saugumo centras prie KAM;Vilnius;2200-4000
PRODUCT OWNER;UAB Emplonet;Kaunas;3500-5000
Head of IT Operations;UAB „FL Technics“;Vilnius;From 4000
Junior Data Scientist – Pricing & Advanced Analytics;AB „LIETUVOS DRAUDIMAS“;Vilnius;2200-3000
Full Stack Engineer;UAB „STRATOSFERA“;Vilnius;3300-4845
IT vadovas (-ė);UAB „Manpower Lit“;Vilnius;3500-5000
LEAD JAVA DEVELOPER (F/M/D);Ignitis grupė;Vilnius;4247-6370
SISTEMŲ ANALITIKAS (-Ė);ATEA grupė;Kaunas;1000-2000
SISTEMŲ ANALITIKAS (-Ė);ATEA grupė;Vilnius;1000-2000
Senior Symfony Developer;UAB „Eany“;Vilnius;4800-6800
Software Engineer (Java);UAB „Cognizant Technology Solutions Lithuania“;Vilnius;3240-3810
Ieškome naujo inžinierių komandos nario į Klientų aptarnavimo skyriaus IS palaikymo grupę!;UAB „UCS BALTIC“;Vilnius;900-1200
Senior Ruby on Rails Engineer;UAB „Decentralized“;Vilnius;5000-8000
Projektų vadovas (-ė);UAB „SneakyBox“;Kaunas;2300-3000
Programavimo komandos vadovas (-ė) (Software Engineering manager);ID Vilnius;Vilnius;5207-6364
IT inžinierius;UAB „Limeta“;Vilnius;3500
Back - End Engineer;UAB „Medical Score“;Vilnius;3000-4900
Front - End Engineer;UAB „Medical Score“;Vilnius;2800-4000
React Native Developer;UAB „Medical Score“;Vilnius;2800-4000
Full - Stack Engineer;UAB „Medical Score“;Vilnius;3500-6500
IS PLĖTROS SKYRIAUS PATARĖJAS (-A);UAB Emplonet;Vilnius;2708-4062
Embedded Software Engineer (C++);UAB „QDev Technologies“;Vilnius;4600-6000
DevOps Engineer;UAB „Sapiens Lithuania“;Vilnius;3500-4800
Oracle ADF Engineer;UAB „Sapiens Lithuania“;Vilnius;4500-6000
Jaunesnysis (-ioji) Sistemų Administratorius (-ė);Telia;Šiauliai;1900-2400
IT konsultantas (-ė);EVRC, UAB;Vilnius;1600-2000
IT paslaugas teikiančios įmonės vadovas (-ė);UAB „Personalo valdymo inovacijos“;Vilnius;8265-10744
Mid JAVA programuotojas (-a);Company name is hidden;Work from home;4300-5500
ANDROID programuotojas (-a);Company name is hidden;Work from home;4300-5500
Senior JAVA programuotojas (-a);Company name is hidden;Work from home;6000-6600
Quality Assurance Engineer;UAB „Medical Score“;Vilnius;2000-3500
IT inžinierius (-ė) - IT specialistas (-ė) (I ir II lygiai);UAB „Data Bank Group“;Kaunas;1300-2500
IT Support Specialist;UAB „Continental Automotive Lithuania“;Kaunas;1819-2450
Full-Stack Java Developer;UAB „Indigroup“;Vilnius;3500-5899
Senior PHP Developer;UAB „Indigroup“;Vilnius;5000-6000
Mid Quality Assurance Engineer;UAB „StrongPoint“;Vilnius;2630-3945
Aerospace Engineer / Aircraft Cabin Engineer;UAB „J&C Aero“;Vilnius;1400-2200
Laravel Developer;Paysera;Vilnius;2000-4000
MyBee Sales Manager (Mid-Senior);Modus Group;Vilnius;2200-3300
IT Business Analyst;UAB „GetJet Airlines“;Vilnius;2800-4130
Kokybės ir Atitikties Vadovas / Quality and Compliance Manager;Telia;Vilnius;2900-4200
JUNIOR ORACLE DEVELOPER (F/M/D);Ignitis grupė;Vilnius;2532-3800
Business Analyst;UAB „FL Technics“;Vilnius;2500-3500
Data Scientist;Telia;Vilnius;3400-4800
HEAD OF INTEGRATIONS (F/M/D);Ignitis grupė;Vilnius;4247-6370
Data Scientist;Avion Express;Vilnius;4000-6612
Lead Software Engineer & Team Lead (PHP);UAB „NFQ Technologies“;Vilnius;4920-7380
Junior SAP Basis Administrator;Telia;Vilnius;1900-2900
IT Specialistas (-ė);Telia;Šiauliai;1400-2100
Mid/Senior .NET Software Engineer (Vilnius or Kaunas);„Grafton Lithuania“, UAB;Vilnius;4000-5000
Site Reliability & DevOps Engineer (Mid/Senior);„Grafton Lithuania“, UAB;Vilnius;4960-6612
Brand development manager (green energy);ACME įmonių grupė;Kaunas;3960
Nacionalinių erdvinės informacijos paslaugų skyriaus programuotojas (-a);VšĮ „Statybos sektoriaus vystymo agentūra“;Vilnius;2499-3570
Junior .NET Software Engineer;UAB „Adform Lithuania“;Vilnius;From 2350
Projekto vadovas (-ė) Duomenų platformų skyriuje;Lietuvos bankas;Vilnius;4016-6024
Junior Systems Engineer;UAB „Lošimų strateginė grupė“;Vilnius;1835-2395
Employer Brand Team Lead;UAB „Gurtam“;Vilnius;4000-4500
MID DEVOPS ENGINEER • TELEMATICS;„Teltonikos“ įmonių grupė;Vilnius;4680-5547
Buhalterinės apskaitos programų IT specialistą (-ę);AB „Rokiškio sūris“;Utena;1500-2500
IT PROJEKTŲ VADOVAS (-Ė);Atranka360;Vilnius;4463
Business Process Analyst;UAB „Kesko Senukai Digital“;Vilnius;From 3500
Full Stack Engineer;UAB „People Link“;Vilnius;4400-4900
IT administratorius (-ė);TMV Capital įmonių grupė;Kaunas;2000-2400
Vyr. ERP programuotojas (-a);TMV Capital įmonių grupė;Kaunas;3100-3700
IT sistemų administratoriaus;UAB „J&C Aero“;Vilnius;3300-4500
Sistemų administratorius (-ė);ATEA grupė;Kaunas;1300-1700
Software Engineer (Java);UAB „NFQ Technologies“;Vilnius;2500-4640
Technical Support Engineer;Elinta Charge, UAB;Kaunas;1900-2299
Senior embedded software developer;Elinta Charge, UAB;Kaunas;4000-5000
Business Development Project Manager;EVERWEST, UAB;Vilnius;3290-4110
IT Systems Administrator;Avion Express;Vilnius;3500-4100
IT INFRASTRUCTURE ADMINISTRATOR (F/M/D);Ignitis grupė;Vilnius;2379-3568
Senior Python Developer;UAB „Gurtam“;Vilnius;6000-7000
Odoo ERP Programmer (for contract);UAB „J&C Aero“;Vilnius;4800-6199
Odoo ERP Programuotojas (kontraktui);UAB „J&C Aero“;Vilnius;4800-6200
CONTROL SOFTWARE DEVELOPER;UAB Emplonet;Kaunas;2500-5500
JAUNESNYSIS IT SPECIALISTAS (-Ė);UAB „Penkių kontinentų komunikacijų centras“;Vilnius;1500-2000
IT PROJEKTŲ VADOVAS (-Ė);Sanitex įmonių grupė;Kaunas;2900-4300
AX/DYNAMICS VYSTYMO ANALITIKAS (-Ė);Sanitex įmonių grupė;Kaunas;1700-2200
PHP programuotojas (-a);UAB „Agrokoncernas“;Kaunas;2400-3000
IT Support Analyst;UAB „Manpower Lit“;Klaipėda;2000-2300
Priežiūros specialistas (-ė);ADB „Gjensidige“;Vilnius;1781-2671
HR|Payroll sprendimų diegėjas (-as) - konsultantas (-ė);OIXIO, UAB;Kaunas;3000-3700
Project Manager (Internal);UAB „NFQ Technologies“;Vilnius;2400-4000
SENIOR IT PROJECT MANAGER (F/M/D) (INFRASTRUCTURE);Ignitis grupė;Vilnius;3757-5635
TEAM LEAD OF IT SYSTEMS ANALYSIS;Ignitis grupė;Vilnius;3594-5390
Procesų specialistas (-ė);Eglės sanatorija;Kaunas;2400-2900
IT produktų vadybininkas (-ė) (IT presales);ATEA grupė;Vilnius;1100-1800
Produktų vadovas (-ė) (Technical Presales);ATEA grupė;Vilnius;1500-2000
Duomenų perdavimo sprendimų produktų vadybininkas (-ė) (Technical Presales);ATEA grupė;Vilnius;1000-1500
ERP Analyst/Consultant;UAB „Honestus“;Work from home;From 4300
Kibernetinio saugumo specialistė (-as);UAB „Bitė Lietuva“;Vilnius;3000-4500
VYR. PROGRAMUOTOJAS (-A) (JAVA);Registrų Centras, VĮ;Vilnius;2880-4320
VYR. PROGRAMUOTOJAS (-A) (.NET technologija);Registrų Centras, VĮ;Vilnius;2880-4320
Python / odoo ERP developer;UAB „Honestus“;Work from home;From 4000
Citco Vilnius Internship Program Spring/Summer 2025 - MOS Department;Citco Group of Companies;Vilnius;1038
SAVITARNOS IS VYSTYMO GRUPĖS VADOVAS (-Ė);Registrų Centras, VĮ;Vilnius;3520-5280
Quality Analyst;„Cencora“;Vilnius;2068-2955
.NET PROGRAMUOTOJAS (-A);ATEA grupė;Kaunas;1500-2200
.NET PROGRAMUOTOJAS (-A);ATEA grupė;Vilnius;1500-2200
Business Development Project Manager (Central Asia);EVERWEST, UAB;Vilnius;3290-4110
IS PLĖTROS SKYRIAUS VADOVAS (-Ė);UAB Emplonet;Vilnius;3602-5900
B2B IT Projektų vadovas (-ė);UAB „Infotransport“;Vilnius;1500-3000
IT inžinierius (-ė);UAB „PKC Group Lithuania“;Panevėžys;1900-2000
SENIOR SYSTEMS SUPPORT ENGINEER;Įmonių grupė „Penki kontinentai“;Vilnius;1600-1900
DI inžinierius (-ė) – prisijunk prie mūsų komandos ir kurk inovacijas!;CITY SERVICE įmonių grupė;Vilnius;4000-5500
Java Developer;UAB „Bitė Lietuva“;Vilnius;2400-4500
Data-Engineer / ML-Engineer;„Grafton Lithuania“, UAB;Vilnius;3000-6800
Technical Support Analyst;Western Union Lithuania ~ European Regional Operations Center;Vilnius;1758-2583
Senior IT Network Administrator, Spaudos g. 6-1, Vilnius;UAB „RIMI LIETUVA“;Vilnius;3500-6800
Workday Integration Specialist;InMedica grupė;Vilnius;1900-4000
INFORMACINIŲ TECHNOLOGIJŲ IR SKAITMENIZACIJOS VADOVAS (-Ė);UAB Emplonet;Vilnius;5300-5500
Kūrybos projektų vadovas (-ė);UAB „EVO MEDIA“;Vilnius;From 1500
Verslo sistemų analitikas (-ė);TMV Capital įmonių grupė;Kaunas;2000-2500
QA ENGINEER [Hybrid];IPRoyal Services FZE LLC;Work from home;2000-4000
IT in-store Retail Solutions Specialist, Spaudos g. 6-1, Vilnius;UAB „RIMI LIETUVA“;Vilnius;2360-2950
Back-End Developer;AAS „BTA Baltic Insurance Company“ filialas Lietuvoje;Vilnius;3200-3500
Full Stack Engineer;AB „LIETUVOS DRAUDIMAS“;Vilnius;3500-4200
PRODUCT MANAGER;Company name is hidden;Work from home;2500-6000
Kompiuterių sistemų inžinierius (-ė);Nacionalinis kibernetinio saugumo centras prie KAM;Kaunas;2100-3470
Verslo analitikų grupės komandos vadovas (-ė);ADB „Compensa Vienna Insurance Group“;Vilnius;3500-5000
KOMPIUTERIŲ TECHNIKAS (-Ė) - KLIENTŲ APTARNAVIMO SPECIALISTAS (-Ė);UAB „IT DARBAI“;Vilnius;800-1100
Business Development Project Manager;EVERWEST, UAB;Vilnius;3290-4110
Team Lead - Treasury Services;UAB „Outokumpu Stainless“;Vilnius;3500-4500
Mezgimo mašinų programuotojas (-a);UAB „Garlita“;Kaunas;1400-2000
ML inžinierius (-ė);UAB „Novian pro“;Vilnius;4000-7000
OPERATIONAL TECHNOLOGY SYSTEM ADMINISTRATOR (OTSA) (F/M/D) | IGNITIS RENEWABLES;Ignitis grupė;Vilnius;N/A
Full Stack Developer / Programuotojas;MB „Bartus IT Solutions“;Vilnius;3000-3800
IT SISTEMŲ SPECIALISTAS (-Ė);UAB Emplonet;Vilnius;1500-1700
Support Operations Analyst (Night Shift);UAB „Cyan Blue Odds 2 LT“;Vilnius;1917-2083
