Title,Company,Location,Salary,min_salary,max_salary,avg_salary,salary_range,job_category,seniority
Full Stack Programuotojas,Alliance for Recruitment,Kaunas,€ 3000 – 4300,3000.0,4300.0,3650.0,1300.0,Full-stack Developer,Not Specified
Full Stack Developer,UAB „Nordcode technology“,Vilnius,4100-5000,4100.0,5000.0,4550.0,900.0,Full-stack Developer,Not Specified
IT administratorius (-ė) (gamybinė įmonė),MB „Human Capital Center“,Kaunas,1300-1600,1300.0,1600.0,1450.0,300.0,IT Support,Not Specified
FULL STACK DEVELOPER,UAB Emplonet,Vilnius,4000-6000,4000.0,6000.0,5000.0,2000.0,Full-stack Developer,Not Specified
IT IR KIBERNETINIO SAUGUMO KOORDINATORIUS (-Ė),UAB „People Link“,Kaunas,2500-3600,2500.0,3600.0,3050.0,1100.0,Security,Not Specified
Product Owner,UAB „Bendras finansavimas“,Vilnius,3000-5000,3000.0,5000.0,4000.0,2000.0,Project Manager/Product Owner,Not Specified
Software Engineer (Frontend),UAB „Bendras finansavimas“,Vilnius,3000-5000,3000.0,5000.0,4000.0,2000.0,Front-end Web developer,Not Specified
IT skyriaus vadovas (-ė),UAB koncernas „Achemos grupė“,Klaipėda,2300-2450,2300.0,2450.0,2375.0,150.0,Other,Not Specified
AI Engineer,"IKI Lietuva, UAB",Vilnius,2560-4500,2560.0,4500.0,3530.0,1940.0,Data Scientist,Not Specified
Senior Business Data Analyst (Temporary Contract),Telia,Vilnius,3900-5000,3900.0,5000.0,4450.0,1100.0,Data Analyst,Senior
"IT Infrastructure Automation & Monitoring Engineer, Spaudos g. 6-1, Vilnius",UAB „RIMI LIETUVA“,Vilnius,2700-4000,2700.0,4000.0,3350.0,1300.0,Other,Not Specified
PHP developer,UAB „OLYMPIC CASINO GROUP BALTIJA“,Vilnius,2000-4300,2000.0,4300.0,3150.0,2300.0,Back-end developer,Not Specified
GAMYBOS PROCESŲ IT INŽINIERIUS (-Ė),UAB „Dovaina“,Kaunas,1600-2000,1600.0,2000.0,1800.0,400.0,Other,Not Specified
Lead Data Analyst - Internal Audit,„Cencora“,Vilnius,4511-6444,4511.0,6444.0,5477.5,1933.0,Data Analyst,Junior
Regional Change Manager,„Cencora“,Vilnius,3031-4330,3031.0,4330.0,3680.5,1299.0,Other,Not Specified
Software engineer (.Net) / Programuotojas-inžinierius (.Net),UAB „Light Conversion“,Vilnius,3500-6500,3500.0,6500.0,5000.0,3000.0,.NET Developer,Not Specified
"Junior Java Developer in Customer Lifecycle Managment team | SEB, Vilnius",SEB,Vilnius,2300-3500,2300.0,3500.0,2900.0,1200.0,Java Developer,Junior
AI Automation Engineer,UAB „Medical Score“,Vilnius,3500-6000,3500.0,6000.0,4750.0,2500.0,Other,Not Specified
Embedded Software Developer,UAB „Light Conversion“,Vilnius,3000-5600,3000.0,5600.0,4300.0,2600.0,Embedded Developer,Not Specified
IT inžinierius (-ė),UAB „PKC Group Lithuania“,Klaipėda,1900-2000,1900.0,2000.0,1950.0,100.0,Other,Not Specified
IT inžinierius (-ė),UAB „PKC Group Lithuania“,Panevėžys,1900-2000,1900.0,2000.0,1950.0,100.0,Other,Not Specified
Cyber Security manager (Group level),RETAL GROUP,Vilnius,4500-4900,4500.0,4900.0,4700.0,400.0,Security,Not Specified
Embedded Linux programuotojas (-a),UAB „8Devices“,Vilnius,2500-5000,2500.0,5000.0,3750.0,2500.0,Embedded Developer,Not Specified
Business Analyst,UAB „FL Technics“,Vilnius,3300-3650,3300.0,3650.0,3475.0,350.0,Business Analyst,Not Specified
C# programuotojas (-a),UAB „Terra IT“,Kaunas,1100-4000,1100.0,4000.0,2550.0,2900.0,.NET Developer,Not Specified
Senior App Developer,UAB „Platforma LT“,Vilnius,5000-6000,5000.0,6000.0,5500.0,1000.0,Software Developer,Senior
Full-stack web developer,UAB „Objectis“,Vilnius,3500-5000,3500.0,5000.0,4250.0,1500.0,Front-end Web developer,Not Specified
SKAITMENINĖS SAUGOS EKSPERTĖ (-AS) (ATSINAUJINANTI ENERGETIKA),Ignitis grupė,Vilnius,4403-6604,4403.0,6604.0,5503.5,2201.0,Security,Senior
HR|Payroll sprendimų diegėjas (-as) - konsultantas (-ė),"OIXIO, UAB",Vilnius,3000-3700,3000.0,3700.0,3350.0,700.0,Other,Not Specified
Junior - Mid PHP Full-stack programuotojas,UAB „ThinkBig LT“,Kaunas,2000-3000,2000.0,3000.0,2500.0,1000.0,Back-end developer,Junior
Product Specialist,UAB „DPD Lietuva“,Vilnius,2900-3300,2900.0,3300.0,3100.0,400.0,Other,Not Specified
Trade & Shopper Marketing Manager,UAB „Indigroup“,Vilnius,5700-7500,5700.0,7500.0,6600.0,1800.0,Other,Not Specified
Senior Golang Engineer,UAB „Decentralized“,Vilnius,5000-10000,5000.0,10000.0,7500.0,5000.0,Other,Senior
IT system analyst (DWH),UAB „OLYMPIC CASINO GROUP BALTIJA“,Vilnius,4000-4699,4000.0,4699.0,4349.5,699.0,Other,Not Specified
Tinklų ir informacinių sistemų auditorius (-ė),Nacionalinis kibernetinio saugumo centras prie KAM,Vilnius,3000-4100,3000.0,4100.0,3550.0,1100.0,Other,Not Specified
Gaming Technical Assistant (Help Desk),UAB „Nordcurrent Group“,Vilnius,1360-2125,1360.0,2125.0,1742.5,765.0,IT Support,Not Specified
IS SPECIALISTAS (-Ė),UAB Emplonet,Vilnius,2900-3100,2900.0,3100.0,3000.0,200.0,System Administrator/Architect,Not Specified
MID LEVEL C++ SOFTWARE ENGINEER,UAB Emplonet,Vilnius,3800-5000,3800.0,5000.0,4400.0,1200.0,Embedded Developer,Mid
SYSTEM (AZURE) ADMINISTRATOR,UAB Emplonet,Kaunas,2500-2700,2500.0,2700.0,2600.0,200.0,DevOps,Not Specified
VYR. IS ADMINISTRATORIUS (-Ė),UAB Emplonet,Vilnius,3300-4500,3300.0,4500.0,3900.0,1200.0,IT Support,Senior
PRODUKTO VADOVAS (-Ė),UAB Emplonet,Vilnius,3800-4000,3800.0,4000.0,3900.0,200.0,Project Manager/Product Owner,Not Specified
MID MOBILE NETWORK SOFTWARE ENGINEER • NETWORKING SOLUTIONS,„Teltonikos“ įmonių grupė,Kaunas,3467-5200,3467.0,5200.0,4333.5,1733.0,Software Developer,Mid
Programinės įrangos inžinierius (-ė) (.NET ir C#),UAB „Viltechmeda“,Vilnius,3000-3900,3000.0,3900.0,3450.0,900.0,.NET Developer,Not Specified
IT LICENSE ADMINISTRATOR (F/M/D),Ignitis grupė,Vilnius,2379-3568,2379.0,3568.0,2973.5,1189.0,IT Support,Not Specified
Change and Training Manager,UAB „People Link“,Kaunas,4000-5000,4000.0,5000.0,4500.0,1000.0,Other,Not Specified
Lead Software Engineer (PHP),UAB „NFQ Technologies“,Vilnius,4500-7500,4500.0,7500.0,6000.0,3000.0,Back-end developer,Senior
POWER PLATFORM DEVELOPER (F/M/D),Ignitis grupė,Vilnius,3121-4683,3121.0,4683.0,3902.0,1562.0,Software Developer,Not Specified
IT konsultantė (-as),UAB „SmartOn Systems“,Vilnius,1000-1500,1000.0,1500.0,1250.0,500.0,Other,Not Specified
"Senior Systems Analyst, Oracle Fusion",UAB „STRATEGIC STAFFING SOLUTIONS INTERNATIONAL“,Vilnius,3000-5000,3000.0,5000.0,4000.0,2000.0,Database Admin,Senior
Cyber Security Engineer,Paysera,Work from home,2500-3700,2500.0,3700.0,3100.0,1200.0,Security,Not Specified
FULL-STACK PROGRAMUOTOJAS (-A),Talent Lab,Vilnius,2500-3500,2500.0,3500.0,3000.0,1000.0,Full-stack Developer,Not Specified
DUOMENŲ ANALITINIŲ PRODUKTŲ GRUPĖS VADOVAS (-Ė),"Registrų Centras, VĮ",Vilnius,3161-4741,3161.0,4741.0,3951.0,1580.0,Data Analyst,Not Specified
IT ADMINISTRATORIUS/-Ė_KĖDAINIUOSE_(J. Basanavičiaus g. 95),"Vikonda grupė, UAB",Kėdainiai,2300-2680,2300.0,2680.0,2490.0,380.0,IT Support,Not Specified
IT ADMINISTRATORIUS (-Ė) KAUNE,"Vikonda grupė, UAB",Kaunas,2300-2680,2300.0,2680.0,2490.0,380.0,IT Support,Not Specified
IT projektų vadovas (-ė),AB Vakarų laivų gamykla,Klaipėda,1800-2500,1800.0,2500.0,2150.0,700.0,Project Manager/Product Owner,Not Specified
API Development Specialist,UAB „FESTO“,Kaunas,1600-2600,1600.0,2600.0,2100.0,1000.0,Other,Not Specified
IT Project Manager,UAB „People Link“,Kaunas,4000-5000,4000.0,5000.0,4500.0,1000.0,Project Manager/Product Owner,Not Specified
SISTEMŲ ADMINISTRATORIUS (-Ė) (KDV PRIEŽIŪRAI),"Registrų Centras, VĮ",Vilnius,1789-2683,1789.0,2683.0,2236.0,894.0,IT Support,Not Specified
Senior Manager Wholesale Lithuania,UAB „Circle K Lietuva“,Vilnius,4200-5000,4200.0,5000.0,4600.0,800.0,Other,Senior
SENIOR BUSINESS SYSTEMS ANALYST SAP,UAB „Hollister Lietuva“,Kaunas,3500-5000,3500.0,5000.0,4250.0,1500.0,Other,Senior
PHP Developer (Mid level),UAB „Kesko Senukai Digital“,Vilnius,3795-4200,3795.0,4200.0,3997.5,405.0,Back-end developer,Mid
Mid-Level PHP Developer,UAB „Kesko Senukai Digital“,Vilnius,3795-4500,3795.0,4500.0,4147.5,705.0,Back-end developer,Mid
Head of Loyalty,UAB „Kesko Senukai Digital“,Vilnius,3512-3723,3512.0,3723.0,3617.5,211.0,Other,Senior
"Product Manager, Credit and Collections – Vilnius, Lithuania",Western Union Lithuania ~ European Regional Operations Center,Vilnius,4033-7725,4033.0,7725.0,5879.0,3692.0,Other,Not Specified
Software Engineer,UAB „GetJet Airlines“,Vilnius,2500-5000,2500.0,5000.0,3750.0,2500.0,Software Developer,Not Specified
Full-stack programuotojas GovTech sprendimų kūrimui,UAB „Dizaino kryptis“,Vilnius,3000-4800,3000.0,4800.0,3900.0,1800.0,Full-stack Developer,Not Specified
GovTech projektų vadovas (-ė),UAB „Dizaino kryptis“,Vilnius,2900-5700,2900.0,5700.0,4300.0,2800.0,Project Manager/Product Owner,Not Specified
GovTech sistemų analitikė (-as),UAB „Dizaino kryptis“,Vilnius,2700-3900,2700.0,3900.0,3300.0,1200.0,Other,Not Specified
ERP priežiūros specialistas (-ė),TMV Capital įmonių grupė,Kaunas,2000-2500,2000.0,2500.0,2250.0,500.0,Other,Not Specified
Mid - Senior PHP / Laravel programuotojas (-a),"Kelių sistemos, UAB",Vilnius,2000-3500,2000.0,3500.0,2750.0,1500.0,Back-end developer,Mid
Kibernetinio saugumo patarėjas (-a),BĮ „Nacionalinis bendrųjų funkcijų centras“,Vilnius,2230-2900,2230.0,2900.0,2565.0,670.0,Security,Not Specified
MID/SENIOR WEB DEVELOPER (FULL STACK) • TELEMATICS,„Teltonikos“ įmonių grupė,Vilnius,3467-6067,3467.0,6067.0,4767.0,2600.0,Front-end Web developer,Mid
JUNIOR MANUFACTURING TEST SOFTWARE ENGINEER • NETWORKING SOLUTIONS,„Teltonikos“ įmonių grupė,Kaunas,2080-3120,2080.0,3120.0,2600.0,1040.0,Software Developer,Junior
IT administratorius (-ė),ECOSERVICE grupė,Vilnius,1250-1500,1250.0,1500.0,1375.0,250.0,IT Support,Not Specified
Informacinių technologijų centro sistemų administratorius (-ė),Vytauto Didžiojo universitetas,Kaunas,1600-1800,1600.0,1800.0,1700.0,200.0,IT Support,Not Specified
ELEKTRONIKOS PROGRAMUOTOJAS (-A),UAB „Simna“,Vilnius,2500-5000,2500.0,5000.0,3750.0,2500.0,Software Developer,Not Specified
Business Analyst (SME) Compliance & AML,Paysera,Vilnius,3000-4000,3000.0,4000.0,3500.0,1000.0,Business Analyst,Not Specified
.NET DEVELOPER,UAB Emplonet,Kaunas,4500-6000,4500.0,6000.0,5250.0,1500.0,.NET Developer,Not Specified
Informacinių ir ryšių technologijų saugumo specialistas(-ė) (TEMPEST skyriuje),Nacionalinis kibernetinio saugumo centras prie KAM,Vilnius,2200-4000,2200.0,4000.0,3100.0,1800.0,Security,Not Specified
PRODUCT OWNER,UAB Emplonet,Kaunas,3500-5000,3500.0,5000.0,4250.0,1500.0,Project Manager/Product Owner,Not Specified
Junior Data Scientist – Pricing & Advanced Analytics,AB „LIETUVOS DRAUDIMAS“,Vilnius,2200-3000,2200.0,3000.0,2600.0,800.0,Data Analyst,Junior
Full Stack Engineer,UAB „STRATOSFERA“,Vilnius,3300-4845,3300.0,4845.0,4072.5,1545.0,Full-stack Developer,Not Specified
IT vadovas (-ė),UAB „Manpower Lit“,Vilnius,3500-5000,3500.0,5000.0,4250.0,1500.0,Other,Not Specified
LEAD JAVA DEVELOPER (F/M/D),Ignitis grupė,Vilnius,4247-6370,4247.0,6370.0,5308.5,2123.0,Java Developer,Senior
SISTEMŲ ANALITIKAS (-Ė),ATEA grupė,Kaunas,1000-2000,1000.0,2000.0,1500.0,1000.0,Data Analyst,Not Specified
SISTEMŲ ANALITIKAS (-Ė),ATEA grupė,Vilnius,1000-2000,1000.0,2000.0,1500.0,1000.0,Data Analyst,Not Specified
Senior Symfony Developer,UAB „Eany“,Vilnius,4800-6800,4800.0,6800.0,5800.0,2000.0,Software Developer,Senior
Software Engineer (Java),UAB „Cognizant Technology Solutions Lithuania“,Vilnius,3240-3810,3240.0,3810.0,3525.0,570.0,Java Developer,Not Specified
Ieškome naujo inžinierių komandos nario į Klientų aptarnavimo skyriaus IS palaikymo grupę!,UAB „UCS BALTIC“,Vilnius,900-1200,900.0,1200.0,1050.0,300.0,IT Support,Not Specified
Senior Ruby on Rails Engineer,UAB „Decentralized“,Vilnius,5000-8000,5000.0,8000.0,6500.0,3000.0,Back-end developer,Senior
Projektų vadovas (-ė),UAB „SneakyBox“,Kaunas,2300-3000,2300.0,3000.0,2650.0,700.0,Project Manager/Product Owner,Not Specified
Programavimo komandos vadovas (-ė) (Software Engineering manager),ID Vilnius,Vilnius,5207-6364,5207.0,6364.0,5785.5,1157.0,Project Manager/Product Owner,Not Specified
Back - End Engineer,UAB „Medical Score“,Vilnius,3000-4900,3000.0,4900.0,3950.0,1900.0,Other,Not Specified
Front - End Engineer,UAB „Medical Score“,Vilnius,2800-4000,2800.0,4000.0,3400.0,1200.0,Other,Not Specified
React Native Developer,UAB „Medical Score“,Vilnius,2800-4000,2800.0,4000.0,3400.0,1200.0,Front-end Web developer,Not Specified
Full - Stack Engineer,UAB „Medical Score“,Vilnius,3500-6500,3500.0,6500.0,5000.0,3000.0,Other,Not Specified
IS PLĖTROS SKYRIAUS PATARĖJAS (-A),UAB Emplonet,Vilnius,2708-4062,2708.0,4062.0,3385.0,1354.0,Other,Not Specified
Embedded Software Engineer (C++),UAB „QDev Technologies“,Vilnius,4600-6000,4600.0,6000.0,5300.0,1400.0,Embedded Developer,Not Specified
DevOps Engineer,UAB „Sapiens Lithuania“,Vilnius,3500-4800,3500.0,4800.0,4150.0,1300.0,DevOps,Not Specified
Oracle ADF Engineer,UAB „Sapiens Lithuania“,Vilnius,4500-6000,4500.0,6000.0,5250.0,1500.0,Database Admin,Not Specified
Jaunesnysis (-ioji) Sistemų Administratorius (-ė),Telia,Šiauliai,1900-2400,1900.0,2400.0,2150.0,500.0,IT Support,Not Specified
IT konsultantas (-ė),"EVRC, UAB",Vilnius,1600-2000,1600.0,2000.0,1800.0,400.0,Other,Not Specified
IT paslaugas teikiančios įmonės vadovas (-ė),UAB „Personalo valdymo inovacijos“,Vilnius,8265-10744,8265.0,10744.0,9504.5,2479.0,Mobile Developer,Not Specified
Mid JAVA programuotojas (-a),Company name is hidden,Work from home,4300-5500,4300.0,5500.0,4900.0,1200.0,Java Developer,Mid
ANDROID programuotojas (-a),Company name is hidden,Work from home,4300-5500,4300.0,5500.0,4900.0,1200.0,Mobile Developer,Not Specified
Senior JAVA programuotojas (-a),Company name is hidden,Work from home,6000-6600,6000.0,6600.0,6300.0,600.0,Java Developer,Senior
Quality Assurance Engineer,UAB „Medical Score“,Vilnius,2000-3500,2000.0,3500.0,2750.0,1500.0,QA Engineer,Not Specified
IT inžinierius (-ė) - IT specialistas (-ė) (I ir II lygiai),UAB „Data Bank Group“,Kaunas,1300-2500,1300.0,2500.0,1900.0,1200.0,Other,Not Specified
IT Support Specialist,UAB „Continental Automotive Lithuania“,Kaunas,1819-2450,1819.0,2450.0,2134.5,631.0,IT Support,Not Specified
Full-Stack Java Developer,UAB „Indigroup“,Vilnius,3500-5899,3500.0,5899.0,4699.5,2399.0,Java Developer,Not Specified
Senior PHP Developer,UAB „Indigroup“,Vilnius,5000-6000,5000.0,6000.0,5500.0,1000.0,Back-end developer,Senior
Mid Quality Assurance Engineer,UAB „StrongPoint“,Vilnius,2630-3945,2630.0,3945.0,3287.5,1315.0,QA Engineer,Mid
Aerospace Engineer / Aircraft Cabin Engineer,UAB „J&C Aero“,Vilnius,1400-2200,1400.0,2200.0,1800.0,800.0,Business Analyst,Not Specified
Laravel Developer,Paysera,Vilnius,2000-4000,2000.0,4000.0,3000.0,2000.0,Back-end developer,Not Specified
MyBee Sales Manager (Mid-Senior),Modus Group,Vilnius,2200-3300,2200.0,3300.0,2750.0,1100.0,Other,Mid
IT Business Analyst,UAB „GetJet Airlines“,Vilnius,2800-4130,2800.0,4130.0,3465.0,1330.0,Business Analyst,Not Specified
Kokybės ir Atitikties Vadovas / Quality and Compliance Manager,Telia,Vilnius,2900-4200,2900.0,4200.0,3550.0,1300.0,QA Engineer,Not Specified
JUNIOR ORACLE DEVELOPER (F/M/D),Ignitis grupė,Vilnius,2532-3800,2532.0,3800.0,3166.0,1268.0,Database Admin,Junior
Business Analyst,UAB „FL Technics“,Vilnius,2500-3500,2500.0,3500.0,3000.0,1000.0,Business Analyst,Not Specified
Data Scientist,Telia,Vilnius,3400-4800,3400.0,4800.0,4100.0,1400.0,Data Scientist,Not Specified
HEAD OF INTEGRATIONS (F/M/D),Ignitis grupė,Vilnius,4247-6370,4247.0,6370.0,5308.5,2123.0,Other,Senior
Data Scientist,Avion Express,Vilnius,4000-6612,4000.0,6612.0,5306.0,2612.0,Data Scientist,Not Specified
Lead Software Engineer & Team Lead (PHP),UAB „NFQ Technologies“,Vilnius,4920-7380,4920.0,7380.0,6150.0,2460.0,Back-end developer,Senior
Junior SAP Basis Administrator,Telia,Vilnius,1900-2900,1900.0,2900.0,2400.0,1000.0,IT Support,Junior
IT Specialistas (-ė),Telia,Šiauliai,1400-2100,1400.0,2100.0,1750.0,700.0,Other,Not Specified
Mid/Senior .NET Software Engineer (Vilnius or Kaunas),"„Grafton Lithuania“, UAB",Vilnius,4000-5000,4000.0,5000.0,4500.0,1000.0,.NET Developer,Mid
Site Reliability & DevOps Engineer (Mid/Senior),"„Grafton Lithuania“, UAB",Vilnius,4960-6612,4960.0,6612.0,5786.0,1652.0,DevOps,Mid
Nacionalinių erdvinės informacijos paslaugų skyriaus programuotojas (-a),VšĮ „Statybos sektoriaus vystymo agentūra“,Vilnius,2499-3570,2499.0,3570.0,3034.5,1071.0,Software Developer,Not Specified
Projekto vadovas (-ė) Duomenų platformų skyriuje,Lietuvos bankas,Vilnius,4016-6024,4016.0,6024.0,5020.0,2008.0,Other,Not Specified
Junior Systems Engineer,UAB „Lošimų strateginė grupė“,Vilnius,1835-2395,1835.0,2395.0,2115.0,560.0,Other,Junior
Employer Brand Team Lead,UAB „Gurtam“,Vilnius,4000-4500,4000.0,4500.0,4250.0,500.0,Other,Senior
MID DEVOPS ENGINEER • TELEMATICS,„Teltonikos“ įmonių grupė,Vilnius,4680-5547,4680.0,5547.0,5113.5,867.0,DevOps,Mid
Buhalterinės apskaitos programų IT specialistą (-ę),AB „Rokiškio sūris“,Utena,1500-2500,1500.0,2500.0,2000.0,1000.0,Other,Not Specified
Full Stack Engineer,UAB „People Link“,Vilnius,4400-4900,4400.0,4900.0,4650.0,500.0,Full-stack Developer,Not Specified
IT administratorius (-ė),TMV Capital įmonių grupė,Kaunas,2000-2400,2000.0,2400.0,2200.0,400.0,IT Support,Not Specified
Vyr. ERP programuotojas (-a),TMV Capital įmonių grupė,Kaunas,3100-3700,3100.0,3700.0,3400.0,600.0,Software Developer,Senior
IT sistemų administratoriaus,UAB „J&C Aero“,Vilnius,3300-4500,3300.0,4500.0,3900.0,1200.0,IT Support,Not Specified
Sistemų administratorius (-ė),ATEA grupė,Kaunas,1300-1700,1300.0,1700.0,1500.0,400.0,IT Support,Not Specified
Software Engineer (Java),UAB „NFQ Technologies“,Vilnius,2500-4640,2500.0,4640.0,3570.0,2140.0,Java Developer,Not Specified
Technical Support Engineer,"Elinta Charge, UAB",Kaunas,1900-2299,1900.0,2299.0,2099.5,399.0,IT Support,Not Specified
Senior embedded software developer,"Elinta Charge, UAB",Kaunas,4000-5000,4000.0,5000.0,4500.0,1000.0,Embedded Developer,Senior
Business Development Project Manager,"EVERWEST, UAB",Vilnius,3290-4110,3290.0,4110.0,3700.0,820.0,Project Manager/Product Owner,Not Specified
IT Systems Administrator,Avion Express,Vilnius,3500-4100,3500.0,4100.0,3800.0,600.0,IT Support,Not Specified
IT INFRASTRUCTURE ADMINISTRATOR (F/M/D),Ignitis grupė,Vilnius,2379-3568,2379.0,3568.0,2973.5,1189.0,IT Support,Not Specified
Senior Python Developer,UAB „Gurtam“,Vilnius,6000-7000,6000.0,7000.0,6500.0,1000.0,Python,Senior
Odoo ERP Programmer (for contract),UAB „J&C Aero“,Vilnius,4800-6199,4800.0,6199.0,5499.5,1399.0,Other,Not Specified
Odoo ERP Programuotojas (kontraktui),UAB „J&C Aero“,Vilnius,4800-6200,4800.0,6200.0,5500.0,1400.0,Software Developer,Not Specified
CONTROL SOFTWARE DEVELOPER,UAB Emplonet,Kaunas,2500-5500,2500.0,5500.0,4000.0,3000.0,Software Developer,Not Specified
JAUNESNYSIS IT SPECIALISTAS (-Ė),UAB „Penkių kontinentų komunikacijų centras“,Vilnius,1500-2000,1500.0,2000.0,1750.0,500.0,Other,Not Specified
IT PROJEKTŲ VADOVAS (-Ė),Sanitex įmonių grupė,Kaunas,2900-4300,2900.0,4300.0,3600.0,1400.0,Project Manager/Product Owner,Not Specified
AX/DYNAMICS VYSTYMO ANALITIKAS (-Ė),Sanitex įmonių grupė,Kaunas,1700-2200,1700.0,2200.0,1950.0,500.0,Data Analyst,Not Specified
PHP programuotojas (-a),UAB „Agrokoncernas“,Kaunas,2400-3000,2400.0,3000.0,2700.0,600.0,Back-end developer,Not Specified
IT Support Analyst,UAB „Manpower Lit“,Klaipėda,2000-2300,2000.0,2300.0,2150.0,300.0,IT Support,Not Specified
Priežiūros specialistas (-ė),ADB „Gjensidige“,Vilnius,1781-2671,1781.0,2671.0,2226.0,890.0,Other,Not Specified
HR|Payroll sprendimų diegėjas (-as) - konsultantas (-ė),"OIXIO, UAB",Kaunas,3000-3700,3000.0,3700.0,3350.0,700.0,Other,Not Specified
Project Manager (Internal),UAB „NFQ Technologies“,Vilnius,2400-4000,2400.0,4000.0,3200.0,1600.0,Project Manager/Product Owner,Junior
SENIOR IT PROJECT MANAGER (F/M/D) (INFRASTRUCTURE),Ignitis grupė,Vilnius,3757-5635,3757.0,5635.0,4696.0,1878.0,Project Manager/Product Owner,Senior
TEAM LEAD OF IT SYSTEMS ANALYSIS,Ignitis grupė,Vilnius,3594-5390,3594.0,5390.0,4492.0,1796.0,Other,Senior
Procesų specialistas (-ė),Eglės sanatorija,Kaunas,2400-2900,2400.0,2900.0,2650.0,500.0,Other,Not Specified
IT produktų vadybininkas (-ė) (IT presales),ATEA grupė,Vilnius,1100-1800,1100.0,1800.0,1450.0,700.0,Business Analyst,Not Specified
Produktų vadovas (-ė) (Technical Presales),ATEA grupė,Vilnius,1500-2000,1500.0,2000.0,1750.0,500.0,Project Manager/Product Owner,Not Specified
Duomenų perdavimo sprendimų produktų vadybininkas (-ė) (Technical Presales),ATEA grupė,Vilnius,1000-1500,1000.0,1500.0,1250.0,500.0,Business Analyst,Not Specified
Kibernetinio saugumo specialistė (-as),UAB „Bitė Lietuva“,Vilnius,3000-4500,3000.0,4500.0,3750.0,1500.0,Security,Not Specified
VYR. PROGRAMUOTOJAS (-A) (JAVA),"Registrų Centras, VĮ",Vilnius,2880-4320,2880.0,4320.0,3600.0,1440.0,Java Developer,Senior
VYR. PROGRAMUOTOJAS (-A) (.NET technologija),"Registrų Centras, VĮ",Vilnius,2880-4320,2880.0,4320.0,3600.0,1440.0,.NET Developer,Senior
SAVITARNOS IS VYSTYMO GRUPĖS VADOVAS (-Ė),"Registrų Centras, VĮ",Vilnius,3520-5280,3520.0,5280.0,4400.0,1760.0,Other,Not Specified
Quality Analyst,„Cencora“,Vilnius,2068-2955,2068.0,2955.0,2511.5,887.0,QA Engineer,Not Specified
.NET PROGRAMUOTOJAS (-A),ATEA grupė,Kaunas,1500-2200,1500.0,2200.0,1850.0,700.0,.NET Developer,Not Specified
.NET PROGRAMUOTOJAS (-A),ATEA grupė,Vilnius,1500-2200,1500.0,2200.0,1850.0,700.0,.NET Developer,Not Specified
Business Development Project Manager (Central Asia),"EVERWEST, UAB",Vilnius,3290-4110,3290.0,4110.0,3700.0,820.0,Project Manager/Product Owner,Not Specified
IS PLĖTROS SKYRIAUS VADOVAS (-Ė),UAB Emplonet,Vilnius,3602-5900,3602.0,5900.0,4751.0,2298.0,Other,Not Specified
B2B IT Projektų vadovas (-ė),UAB „Infotransport“,Vilnius,1500-3000,1500.0,3000.0,2250.0,1500.0,Project Manager/Product Owner,Not Specified
IT inžinierius (-ė),UAB „PKC Group Lithuania“,Panevėžys,1900-2000,1900.0,2000.0,1950.0,100.0,Other,Not Specified
SENIOR SYSTEMS SUPPORT ENGINEER,Įmonių grupė „Penki kontinentai“,Vilnius,1600-1900,1600.0,1900.0,1750.0,300.0,IT Support,Senior
DI inžinierius (-ė) – prisijunk prie mūsų komandos ir kurk inovacijas!,CITY SERVICE įmonių grupė,Vilnius,4000-5500,4000.0,5500.0,4750.0,1500.0,Data Scientist,Not Specified
Java Developer,UAB „Bitė Lietuva“,Vilnius,2400-4500,2400.0,4500.0,3450.0,2100.0,Java Developer,Not Specified
Data-Engineer / ML-Engineer,"„Grafton Lithuania“, UAB",Vilnius,3000-6800,3000.0,6800.0,4900.0,3800.0,Other,Not Specified
Technical Support Analyst,Western Union Lithuania ~ European Regional Operations Center,Vilnius,1758-2583,1758.0,2583.0,2170.5,825.0,IT Support,Not Specified
"Senior IT Network Administrator, Spaudos g. 6-1, Vilnius",UAB „RIMI LIETUVA“,Vilnius,3500-6800,3500.0,6800.0,5150.0,3300.0,IT Support,Senior
Workday Integration Specialist,InMedica grupė,Vilnius,1900-4000,1900.0,4000.0,2950.0,2100.0,Other,Not Specified
INFORMACINIŲ TECHNOLOGIJŲ IR SKAITMENIZACIJOS VADOVAS (-Ė),UAB Emplonet,Vilnius,5300-5500,5300.0,5500.0,5400.0,200.0,Other,Not Specified
Verslo sistemų analitikas (-ė),TMV Capital įmonių grupė,Kaunas,2000-2500,2000.0,2500.0,2250.0,500.0,Data Analyst,Not Specified
QA ENGINEER [Hybrid],IPRoyal Services FZE LLC,Work from home,2000-4000,2000.0,4000.0,3000.0,2000.0,QA Engineer,Not Specified
"IT in-store Retail Solutions Specialist, Spaudos g. 6-1, Vilnius",UAB „RIMI LIETUVA“,Vilnius,2360-2950,2360.0,2950.0,2655.0,590.0,Other,Not Specified
Back-End Developer,AAS „BTA Baltic Insurance Company“ filialas Lietuvoje,Vilnius,3200-3500,3200.0,3500.0,3350.0,300.0,Back-end developer,Not Specified
Full Stack Engineer,AB „LIETUVOS DRAUDIMAS“,Vilnius,3500-4200,3500.0,4200.0,3850.0,700.0,Full-stack Developer,Not Specified
